Image,Voltage,Strategy,Off_Coeff,Fac_Coeff,Power_Saving(%),Distortion(%)
Image_40,13.0,contrast,0.2,0.5,27.83,2.7311
Image_40,13.0,contrast,0.2,0.7,26.48,2.4654
Image_40,13.0,contrast,0.3,0.3,29.18,2.9926
Image_40,13.0,contrast,0.3,0.5,27.83,2.7311
Image_40,13.0,contrast,0.3,0.7,26.48,2.4654
Image_40,13.0,both,0.1,0.3,27.75,2.7102
Image_40,13.0,both,0.1,0.5,26.39,2.4425
Image_40,13.0,both,0.1,0.7,25.06,2.1852
Image_40,13.0,both,0.2,0.3,26.3,2.4473
Image_40,13.0,both,0.2,0.5,24.96,2.1899
Image_40,13.0,both,0.2,0.7,23.63,1.9369
Image_40,13.0,both,0.3,0.3,24.88,2.2096
Image_40,13.0,both,0.3,0.5,23.51,1.9645
Image_40,13.0,both,0.3,0.7,22.19,1.7154
Image_40,12.0,none,0.0,0.0,44.4,5.1223
Image_40,12.0,brightness,0.1,0.3,42.88,4.7592
Image_40,12.0,brightness,0.1,0.5,42.88,4.7592
Image_40,12.0,brightness,0.1,0.7,42.88,4.7592
Image_40,12.0,brightness,0.2,0.3,41.25,4.4197
Image_40,12.0,brightness,0.2,0.5,41.25,4.4197
Image_40,12.0,brightness,0.2,0.7,41.25,4.4197
Image_40,12.0,brightness,0.3,0.3,39.61,4.1057
Image_40,12.0,brightness,0.3,0.5,39.61,4.1057
Image_40,12.0,brightness,0.3,0.7,39.61,4.1057
Image_40,12.0,contrast,0.1,0.3,42.27,4.6364
Image_40,12.0,contrast,0.1,0.5,40.69,4.2935
Image_40,12.0,contrast,0.1,0.7,39.19,3.9642
Image_40,12.0,contrast,0.2,0.3,42.27,4.6364
Image_40,12.0,contrast,0.2,0.5,40.69,4.2935
Image_40,12.0,contrast,0.2,0.7,39.19,3.9642
Image_40,12.0,contrast,0.3,0.3,42.27,4.6364
Image_40,12.0,contrast,0.3,0.5,40.69,4.2935
Image_40,12.0,contrast,0.3,0.7,39.19,3.9642
Image_40,12.0,both,0.1,0.3,40.62,4.2639
Image_40,12.0,both,0.1,0.5,39.06,3.9297
Image_40,12.0,both,0.1,0.7,37.56,3.6033
Image_40,12.0,both,0.2,0.3,38.97,3.9239
Image_40,12.0,both,0.2,0.5,37.43,3.597
Image_40,12.0,both,0.2,0.7,35.94,3.278
Image_40,12.0,both,0.3,0.3,37.32,3.6193
Image_40,12.0,both,0.3,0.5,35.8,3.2981
Image_40,12.0,both,0.3,0.7,34.32,2.9858
Image_40,11.0,none,0.0,0.0,56.49,6.9567
Image_40,11.0,brightness,0.1,0.3,55.07,6.578
Image_40,11.0,brightness,0.1,0.5,55.07,6.578
Image_40,11.0,brightness,0.1,0.7,55.07,6.578
Image_40,11.0,brightness,0.2,0.3,53.43,6.164
Image_40,11.0,brightness,0.2,0.5,53.43,6.164
Image_40,11.0,brightness,0.2,0.7,53.43,6.164
Image_40,11.0,brightness,0.3,0.3,51.81,5.8072
Image_40,11.0,brightness,0.3,0.5,51.81,5.8072
Image_40,11.0,brightness,0.3,0.7,51.81,5.8072
Image_40,11.0,contrast,0.1,0.3,54.37,6.411
Image_40,11.0,contrast,0.1,0.5,52.87,6.0404
Image_40,11.0,contrast,0.1,0.7,51.41,5.6735
Image_40,11.0,contrast,0.2,0.3,54.37,6.411
Image_40,11.0,contrast,0.2,0.5,52.87,6.0404
Image_40,11.0,contrast,0.2,0.7,51.41,5.6735
Image_40,11.0,contrast,0.3,0.3,54.37,6.411
Image_40,11.0,contrast,0.3,0.5,52.87,6.0404
Image_40,11.0,contrast,0.3,0.7,51.41,5.6735
Image_40,11.0,both,0.1,0.3,52.77,6.0086
Image_40,11.0,both,0.1,0.5,51.29,5.6392
Image_40,11.0,both,0.1,0.7,49.84,5.2845
Image_40,11.0,both,0.2,0.3,51.18,5.6141
Image_40,11.0,both,0.2,0.5,49.71,5.259
Image_40,11.0,both,0.2,0.7,48.3,4.9158
Image_40,11.0,both,0.3,0.3,49.59,5.2706
Image_40,11.0,both,0.3,0.5,48.15,4.9306
Image_40,11.0,both,0.3,0.7,46.77,4.5985
Image_41,15.0,none,0.0,0.0,0.0,0.0
Image_41,15.0,brightness,0.1,0.3,0.17,0.0672
Image_41,15.0,brightness,0.1,0.5,0.17,0.0672
Image_41,15.0,brightness,0.1,0.7,0.17,0.0672
Image_41,15.0,brightness,0.2,0.3,0.17,0.0672
Image_41,15.0,brightness,0.2,0.5,0.17,0.0672
Image_41,15.0,brightness,0.2,0.7,0.17,0.0672
Image_41,15.0,brightness,0.3,0.3,0.17,0.0672
Image_41,15.0,brightness,0.3,0.5,0.17,0.0672
Image_41,15.0,brightness,0.3,0.7,0.17,0.0672
Image_41,15.0,contrast,0.1,0.3,0.17,0.0672
Image_41,15.0,contrast,0.1,0.5,0.17,0.0672
Image_41,15.0,contrast,0.1,0.7,0.17,0.0672
Image_41,15.0,contrast,0.2,0.3,0.17,0.0672
Image_41,15.0,contrast,0.2,0.5,0.17,0.0672
Image_41,15.0,contrast,0.2,0.7,0.17,0.0672
Image_41,15.0,contrast,0.3,0.3,0.17,0.0672
Image_41,15.0,contrast,0.3,0.5,0.17,0.0672
Image_41,15.0,contrast,0.3,0.7,0.17,0.0672
Image_41,15.0,both,0.1,0.3,0.17,0.0672
Image_41,15.0,both,0.1,0.5,0.17,0.0672
Image_41,15.0,both,0.1,0.7,0.17,0.0672
Image_41,15.0,both,0.2,0.3,0.17,0.0672
Image_41,15.0,both,0.2,0.5,0.17,0.0672
Image_41,15.0,both,0.2,0.7,0.17,0.0672
Image_41,15.0,both,0.3,0.3,0.17,0.0672
Image_41,15.0,both,0.3,0.5,0.17,0.0672
Image_41,15.0,both,0.3,0.7,0.17,0.0672
Image_41,14.0,none,0.0,0.0,15.69,1.1774
Image_41,14.0,brightness,0.1,0.3,14.91,1.0785
Image_41,14.0,brightness,0.1,0.5,14.91,1.0785
Image_41,14.0,brightness,0.1,0.7,14.91,1.0785
Image_41,14.0,brightness,0.2,0.3,13.56,0.8904
Image_41,14.0,brightness,0.2,0.5,13.56,0.8904
Image_41,14.0,brightness,0.2,0.7,13.56,0.8904
Image_41,14.0,brightness,0.3,0.3,12.28,0.7796
Image_41,14.0,brightness,0.3,0.5,12.28,0.7796
Image_41,14.0,brightness,0.3,0.7,12.28,0.7796
Image_41,14.0,contrast,0.1,0.3,14.83,1.0617
Image_41,14.0,contrast,0.1,0.5,14.02,0.9529
Image_41,14.0,contrast,0.1,0.7,13.21,0.8475
Image_41,14.0,contrast,0.2,0.3,14.83,1.0617
Image_41,14.0,contrast,0.2,0.5,14.02,0.9529
Image_41,14.0,contrast,0.2,0.7,13.21,0.8475
Image_41,14.0,contrast,0.3,0.3,14.83,1.0617
Image_41,14.0,contrast,0.3,0.5,14.02,0.9529
Image_41,14.0,contrast,0.3,0.7,13.21,0.8475
Image_41,14.0,both,0.1,0.3,13.63,0.8966
Image_41,14.0,both,0.1,0.5,12.78,0.7884
Image_41,14.0,both,0.1,0.7,11.96,0.6819
Image_41,14.0,both,0.2,0.3,12.38,0.7498
Image_41,14.0,both,0.2,0.5,11.55,0.6481
Image_41,14.0,both,0.2,0.7,10.72,0.5523
Image_41,14.0,both,0.3,0.3,11.13,0.6377
Image_41,14.0,both,0.3,0.5,10.3,0.5435
Image_41,14.0,both,0.3,0.7,9.49,0.453
Image_41,13.0,none,0.0,0.0,30.08,2.3732
Image_41,13.0,brightness,0.1,0.3,28.39,2.1047
Image_41,13.0,brightness,0.1,0.5,28.39,2.1047
Image_41,13.0,brightness,0.1,0.7,28.39,2.1047
Image_41,13.0,brightness,0.2,0.3,26.54,1.8669
Image_41,13.0,brightness,0.2,0.5,26.54,1.8669
Image_41,13.0,brightness,0.2,0.7,26.54,1.8669
Image_41,13.0,brightness,0.3,0.3,24.43,1.6227
Image_41,13.0,brightness,0.3,0.5,24.43,1.6227
Image_41,13.0,brightness,0.3,0.7,24.43,1.6227
Image_41,13.0,contrast,0.1,0.3,28.44,2.1279
Image_41,13.0,contrast,0.1,0.5,27.14,1.9413
Image_41,13.0,contrast,0.1,0.7,25.82,1.7502
Image_41,13.0,contrast,0.2,0.3,28.44,2.1279
Image_41,13.0,contrast,0.2,0.5,27.14,1.9413
Image_41,13.0,contrast,0.2,0.7,25.82,1.7502
Image_41,13.0,contrast,0.3,0.3,28.44,2.1279
Image_41,13.0,contrast,0.3,0.5,27.14,1.9413
Image_41,13.0,contrast,0.3,0.7,25.82,1.7502
Image_41,13.0,both,0.1,0.3,26.48,1.8392
Image_41,13.0,both,0.1,0.5,25.16,1.6521
Image_41,13.0,both,0.1,0.7,23.85,1.4673
Image_41,13.0,both,0.2,0.3,24.49,1.5822
Image_41,13.0,both,0.2,0.5,23.19,1.4012
Image_41,13.0,both,0.2,0.7,21.88,1.2265
Image_41,13.0,both,0.3,0.3,22.53,1.3709
Image_41,13.0,both,0.3,0.5,21.21,1.2047
Image_41,13.0,both,0.3,0.7,19.9,1.0344
Image_41,12.0,none,0.0,0.0,43.19,3.6046
Image_41,12.0,brightness,0.1,0.3,41.13,3.2504
Image_41,12.0,brightness,0.1,0.5,41.13,3.2504
Image_41,12.0,brightness,0.1,0.7,41.13,3.2504
Image_41,12.0,brightness,0.2,0.3,38.86,2.903
Image_41,12.0,brightness,0.2,0.5,38.86,2.903
Image_41,12.0,brightness,0.2,0.7,38.86,2.903
Image_41,12.0,brightness,0.3,0.3,36.61,2.6085
Image_41,12.0,brightness,0.3,0.5,36.61,2.6085
Image_41,12.0,brightness,0.3,0.7,36.61,2.6085
Image_41,12.0,contrast,0.1,0.3,41.19,3.2736
Image_41,12.0,contrast,0.1,0.5,39.65,3.0289
Image_41,12.0,contrast,0.1,0.7,38.18,2.7938
Image_41,12.0,contrast,0.2,0.3,41.19,3.2736
Image_41,12.0,contrast,0.2,0.5,39.65,3.0289
Image_41,12.0,contrast,0.2,0.7,38.18,2.7938
Image_41,12.0,contrast,0.3,0.3,41.19,3.2736
Image_41,12.0,contrast,0.3,0.5,39.65,3.0289
Image_41,12.0,contrast,0.3,0.7,38.18,2.7938
Image_41,12.0,both,0.1,0.3,38.92,2.9037
Image_41,12.0,both,0.1,0.5,37.4,2.6632
Image_41,12.0,both,0.1,0.7,35.91,2.429
Image_41,12.0,both,0.2,0.3,36.65,2.5622
Image_41,12.0,both,0.2,0.5,35.14,2.3299
Image_41,12.0,both,0.2,0.7,33.64,2.1021
Image_41,12.0,both,0.3,0.3,34.38,2.2772
Image_41,12.0,both,0.3,0.5,32.87,2.0527
Image_41,12.0,both,0.3,0.7,31.37,1.8349
Image_41,11.0,none,0.0,0.0,55.02,4.8725
Image_41,11.0,brightness,0.1,0.3,53.04,4.5102
Image_41,11.0,brightness,0.1,0.5,53.04,4.5102
Image_41,11.0,brightness,0.1,0.7,53.04,4.5102
Image_41,11.0,brightness,0.2,0.3,50.81,4.1051
Image_41,11.0,brightness,0.2,0.5,50.81,4.1051
Image_41,11.0,brightness,0.2,0.7,50.81,4.1051
Image_41,11.0,brightness,0.3,0.3,48.58,3.7508
Image_41,11.0,brightness,0.3,0.5,48.58,3.7508
Image_41,11.0,brightness,0.3,0.7,48.58,3.7508
Image_41,11.0,contrast,0.1,0.3,53.0,4.5012
Image_41,11.0,contrast,0.1,0.5,51.54,4.2383
Image_41,11.0,contrast,0.1,0.7,50.07,3.9755
Image_41,11.0,contrast,0.2,0.3,53.0,4.5012
Image_41,11.0,contrast,0.2,0.5,51.54,4.2383
Image_41,11.0,contrast,0.2,0.7,50.07,3.9755
Image_41,11.0,contrast,0.3,0.3,53.0,4.5012
Image_41,11.0,contrast,0.3,0.5,51.54,4.2383
Image_41,11.0,contrast,0.3,0.7,50.07,3.9755
Image_41,11.0,both,0.1,0.3,50.8,4.1035
Image_41,11.0,both,0.1,0.5,49.33,3.8402
Image_41,11.0,both,0.1,0.7,47.87,3.5813
Image_41,11.0,both,0.2,0.3,48.6,3.7127
Image_41,11.0,both,0.2,0.5,47.13,3.4575
Image_41,11.0,both,0.2,0.7,45.67,3.2045
Image_41,11.0,both,0.3,0.3,46.39,3.3771
Image_41,11.0,both,0.3,0.5,44.92,3.1298
Image_41,11.0,both,0.3,0.7,43.47,2.885
Image_42,15.0,none,0.0,0.0,0.0,0.0
Image_42,15.0,brightness,0.1,0.3,0.12,0.0621
Image_42,15.0,brightness,0.1,0.5,0.12,0.0621
Image_42,15.0,brightness,0.1,0.7,0.12,0.0621
Image_42,15.0,brightness,0.2,0.3,0.12,0.0621
Image_42,15.0,brightness,0.2,0.5,0.12,0.0621
Image_42,15.0,brightness,0.2,0.7,0.12,0.0621
Image_42,15.0,brightness,0.3,0.3,0.12,0.0621
Image_42,15.0,brightness,0.3,0.5,0.12,0.0621
Image_42,15.0,brightness,0.3,0.7,0.12,0.0621
Image_42,15.0,contrast,0.1,0.3,0.12,0.0621
Image_42,15.0,contrast,0.1,0.5,0.12,0.0621
Image_42,15.0,contrast,0.1,0.7,0.12,0.0621
Image_42,15.0,contrast,0.2,0.3,0.12,0.0621
Image_42,15.0,contrast,0.2,0.5,0.12,0.0621
Image_42,15.0,contrast,0.2,0.7,0.12,0.0621
Image_42,15.0,contrast,0.3,0.3,0.12,0.0621
Image_42,15.0,contrast,0.3,0.5,0.12,0.0621
Image_42,15.0,contrast,0.3,0.7,0.12,0.0621
Image_42,15.0,both,0.1,0.3,0.12,0.0621
Image_42,15.0,both,0.1,0.5,0.12,0.0621
Image_42,15.0,both,0.1,0.7,0.12,0.0621
Image_42,15.0,both,0.2,0.3,0.12,0.0621
Image_42,15.0,both,0.2,0.5,0.12,0.0621
Image_42,15.0,both,0.2,0.7,0.12,0.0621
Image_42,15.0,both,0.3,0.3,0.12,0.0621
Image_42,15.0,both,0.3,0.5,0.12,0.0621
Image_42,15.0,both,0.3,0.7,0.12,0.0621
Image_42,14.0,none,0.0,0.0,16.65,2.0318
Image_42,14.0,brightness,0.1,0.3,16.28,1.9311
Image_42,14.0,brightness,0.1,0.5,16.28,1.9311
Image_42,14.0,brightness,0.1,0.7,16.28,1.9311
Image_42,14.0,brightness,0.2,0.3,15.64,1.7898
Image_42,14.0,brightness,0.2,0.5,15.64,1.7898
Image_42,14.0,brightness,0.2,0.7,15.64,1.7898
Image_42,14.0,brightness,0.3,0.3,14.97,1.637
Image_42,14.0,brightness,0.3,0.5,14.97,1.637
Image_42,14.0,brightness,0.3,0.7,14.97,1.637
Image_42,14.0,contrast,0.1,0.3,15.85,1.8575
Image_42,14.0,contrast,0.1,0.5,15.18,1.716
Image_42,14.0,contrast,0.1,0.7,14.54,1.5815
Image_42,14.0,contrast,0.2,0.3,15.85,1.8575
Image_42,14.0,contrast,0.2,0.5,15.18,1.716
Image_42,14.0,contrast,0.2,0.7,14.54,1.5815
Image_42,14.0,contrast,0.3,0.3,15.85,1.8575
Image_42,14.0,contrast,0.3,0.5,15.18,1.716
Image_42,14.0,contrast,0.3,0.7,14.54,1.5815
Image_42,14.0,both,0.1,0.3,15.24,1.7174
Image_42,14.0,both,0.1,0.5,14.59,1.5826
Image_42,14.0,both,0.1,0.7,13.97,1.4524
Image_42,14.0,both,0.2,0.3,14.64,1.5798
Image_42,14.0,both,0.2,0.5,14.0,1.4475
Image_42,14.0,both,0.2,0.7,13.38,1.3232
Image_42,14.0,both,0.3,0.3,14.06,1.4547
Image_42,14.0,both,0.3,0.5,13.43,1.3313
Image_42,14.0,both,0.3,0.7,12.82,1.2153
Image_42,13.0,none,0.0,0.0,31.88,4.1272
Image_42,13.0,brightness,0.1,0.3,31.07,3.9132
Image_42,13.0,brightness,0.1,0.5,31.07,3.9132
Image_42,13.0,brightness,0.1,0.7,31.07,3.9132
Image_42,13.0,brightness,0.2,0.3,30.16,3.6802
Image_42,13.0,brightness,0.2,0.5,30.16,3.6802
Image_42,13.0,brightness,0.2,0.7,30.16,3.6802
Image_42,13.0,brightness,0.3,0.3,29.14,3.4243
Image_42,13.0,brightness,0.3,0.5,29.14,3.4243
Image_42,13.0,brightness,0.3,0.7,29.14,3.4243
Image_42,13.0,contrast,0.1,0.3,30.45,3.7899
Image_42,13.0,contrast,0.1,0.5,29.46,3.5638
Image_42,13.0,contrast,0.1,0.7,28.54,3.3505
Image_42,13.0,contrast,0.2,0.3,30.45,3.7899
Image_42,13.0,contrast,0.2,0.5,29.46,3.5638
Image_42,13.0,contrast,0.2,0.7,28.54,3.3505
Image_42,13.0,contrast,0.3,0.3,30.45,3.7899
Image_42,13.0,contrast,0.3,0.5,29.46,3.5638
Image_42,13.0,contrast,0.3,0.7,28.54,3.3505
Image_42,13.0,both,0.1,0.3,29.53,3.5563
Image_42,13.0,both,0.1,0.5,28.58,3.3373
Image_42,13.0,both,0.1,0.7,27.68,3.133
Image_42,13.0,both,0.2,0.3,28.62,3.3248
Image_42,13.0,both,0.2,0.5,27.7,3.1148
Image_42,13.0,both,0.2,0.7,26.84,2.9187
Image_42,13.0,both,0.3,0.3,27.73,3.1054
Image_42,13.0,both,0.3,0.5,26.84,2.9074
Image_42,13.0,both,0.3,0.7,26.0,2.7243
Image_42,12.0,none,0.0,0.0,45.67,6.2887
Image_42,12.0,brightness,0.1,0.3,44.65,5.9847
Image_42,12.0,brightness,0.1,0.5,44.65,5.9847
Image_42,12.0,brightness,0.1,0.7,44.65,5.9847
Image_42,12.0,brightness,0.2,0.3,43.58,5.681
Image_42,12.0,brightness,0.2,0.5,43.58,5.681
Image_42,12.0,brightness,0.2,0.7,43.58,5.681
Image_42,12.0,brightness,0.3,0.3,42.53,5.3841
Image_42,12.0,brightness,0.3,0.5,42.53,5.3841
Image_42,12.0,brightness,0.3,0.7,42.53,5.3841
Image_42,12.0,contrast,0.1,0.3,44.01,5.8491
Image_42,12.0,contrast,0.1,0.5,42.94,5.5726
Image_42,12.0,contrast,0.1,0.7,41.98,5.3239
Image_42,12.0,contrast,0.2,0.3,44.01,5.8491
Image_42,12.0,contrast,0.2,0.5,42.94,5.5726
Image_42,12.0,contrast,0.2,0.7,41.98,5.3239
Image_42,12.0,contrast,0.3,0.3,44.01,5.8491
Image_42,12.0,contrast,0.3,0.5,42.94,5.5726
Image_42,12.0,contrast,0.3,0.7,41.98,5.3239
Image_42,12.0,both,0.1,0.3,42.98,5.5558
Image_42,12.0,both,0.1,0.5,41.97,5.294
Image_42,12.0,both,0.1,0.7,41.05,5.0583
Image_42,12.0,both,0.2,0.3,41.98,5.2704
Image_42,12.0,both,0.2,0.5,41.02,5.023
Image_42,12.0,both,0.2,0.7,40.14,4.798
Image_42,12.0,both,0.3,0.3,41.01,4.9965
Image_42,12.0,both,0.3,0.5,40.09,4.7628
Image_42,12.0,both,0.3,0.7,39.26,4.5506
Image_42,11.0,none,0.0,0.0,58.05,8.5329
Image_42,11.0,brightness,0.1,0.3,57.09,8.2202
Image_42,11.0,brightness,0.1,0.5,57.09,8.2202
Image_42,11.0,brightness,0.1,0.7,57.09,8.2202
Image_42,11.0,brightness,0.2,0.3,56.03,7.8816
Image_42,11.0,brightness,0.2,0.5,56.03,7.8816
Image_42,11.0,brightness,0.2,0.7,56.03,7.8816
Image_42,11.0,brightness,0.3,0.3,55.02,7.5569
Image_42,11.0,brightness,0.3,0.5,55.02,7.5569
Image_42,11.0,brightness,0.3,0.7,55.02,7.5569
Image_42,11.0,contrast,0.1,0.3,56.44,8.057
Image_42,11.0,contrast,0.1,0.5,55.47,7.7732
Image_42,11.0,contrast,0.1,0.7,54.6,7.5195
Image_42,11.0,contrast,0.2,0.3,56.44,8.057
Image_42,11.0,contrast,0.2,0.5,55.47,7.7732
Image_42,11.0,contrast,0.2,0.7,54.6,7.5195
Image_42,11.0,contrast,0.3,0.3,56.44,8.057
Image_42,11.0,contrast,0.3,0.5,55.47,7.7732
Image_42,11.0,contrast,0.3,0.7,54.6,7.5195
Image_42,11.0,both,0.1,0.3,55.47,7.7467
Image_42,11.0,both,0.1,0.5,54.56,7.482
Image_42,11.0,both,0.1,0.7,53.74,7.2433
Image_42,11.0,both,0.2,0.3,54.54,7.4466
Image_42,11.0,both,0.2,0.5,53.68,7.1983
Image_42,11.0,both,0.2,0.7,52.92,6.9767
Image_42,11.0,both,0.3,0.3,53.64,7.1576
Image_42,11.0,both,0.3,0.5,52.84,6.9257
Image_42,11.0,both,0.3,0.7,52.14,6.7217
Image_43,15.0,none,0.0,0.0,0.0,0.0
Image_43,15.0,brightness,0.1,0.3,0.18,0.0659
Image_43,15.0,brightness,0.1,0.5,0.18,0.0659
Image_43,15.0,brightness,0.1,0.7,0.18,0.0659
Image_43,15.0,brightness,0.2,0.3,0.18,0.0659
Image_43,15.0,brightness,0.2,0.5,0.18,0.0659
Image_43,15.0,brightness,0.2,0.7,0.18,0.0659
Image_43,15.0,brightness,0.3,0.3,0.18,0.0659
Image_43,15.0,brightness,0.3,0.5,0.18,0.0659
Image_43,15.0,brightness,0.3,0.7,0.18,0.0659
Image_43,15.0,contrast,0.1,0.3,0.18,0.0659
Image_43,15.0,contrast,0.1,0.5,0.18,0.0659
Image_43,15.0,contrast,0.1,0.7,0.18,0.0659
Image_43,15.0,contrast,0.2,0.3,0.18,0.0659
Image_43,15.0,contrast,0.2,0.5,0.18,0.0659
Image_43,15.0,contrast,0.2,0.7,0.18,0.0659
Image_43,15.0,contrast,0.3,0.3,0.18,0.0659
Image_43,15.0,contrast,0.3,0.5,0.18,0.0659
Image_43,15.0,contrast,0.3,0.7,0.18,0.0659
Image_43,15.0,both,0.1,0.3,0.18,0.0659
Image_43,15.0,both,0.1,0.5,0.18,0.0659
Image_43,15.0,both,0.1,0.7,0.18,0.0659
Image_43,15.0,both,0.2,0.3,0.18,0.0659
Image_43,15.0,both,0.2,0.5,0.18,0.0659
Image_43,15.0,both,0.2,0.7,0.18,0.0659
Image_43,15.0,both,0.3,0.3,0.18,0.0659
Image_43,15.0,both,0.3,0.5,0.18,0.0659
Image_43,15.0,both,0.3,0.7,0.18,0.0659
Image_43,14.0,none,0.0,0.0,15.84,1.4419
Image_43,14.0,brightness,0.1,0.3,15.23,1.3205
Image_43,14.0,brightness,0.1,0.5,15.23,1.3205
Image_43,14.0,brightness,0.1,0.7,15.23,1.3205
Image_43,14.0,brightness,0.2,0.3,14.07,1.1226
Image_43,14.0,brightness,0.2,0.5,14.07,1.1226
Image_43,14.0,brightness,0.2,0.7,14.07,1.1226
Image_43,14.0,brightness,0.3,0.3,12.97,1.0022
Image_43,14.0,brightness,0.3,0.5,12.97,1.0022
Image_43,14.0,brightness,0.3,0.7,12.97,1.0022
Image_43,14.0,contrast,0.1,0.3,14.98,1.2943
Image_43,14.0,contrast,0.1,0.5,14.2,1.1664
Image_43,14.0,contrast,0.1,0.7,13.44,1.0412
Image_43,14.0,contrast,0.2,0.3,14.98,1.2943
Image_43,14.0,contrast,0.2,0.5,14.2,1.1664
Image_43,14.0,contrast,0.2,0.7,13.44,1.0412
Image_43,14.0,contrast,0.3,0.3,14.98,1.2943
Image_43,14.0,contrast,0.3,0.5,14.2,1.1664
Image_43,14.0,contrast,0.3,0.7,13.44,1.0412
Image_43,14.0,both,0.1,0.3,13.97,1.1091
Image_43,14.0,both,0.1,0.5,13.17,0.9779
Image_43,14.0,both,0.1,0.7,12.4,0.8546
Image_43,14.0,both,0.2,0.3,12.93,0.9472
Image_43,14.0,both,0.2,0.5,12.14,0.8326
Image_43,14.0,both,0.2,0.7,11.35,0.727
Image_43,14.0,both,0.3,0.3,11.88,0.8516
Image_43,14.0,both,0.3,0.5,11.1,0.7469
Image_43,14.0,both,0.3,0.7,10.33,0.6483
Image_43,13.0,none,0.0,0.0,30.37,2.9115
Image_43,13.0,brightness,0.1,0.3,28.97,2.6082
Image_43,13.0,brightness,0.1,0.5,28.97,2.6082
Image_43,13.0,brightness,0.1,0.7,28.97,2.6082
Image_43,13.0,brightness,0.2,0.3,27.41,2.3477
Image_43,13.0,brightness,0.2,0.5,27.41,2.3477
Image_43,13.0,brightness,0.2,0.7,27.41,2.3477
Image_43,13.0,brightness,0.3,0.3,25.62,2.0923
Image_43,13.0,brightness,0.3,0.5,25.62,2.0923
Image_43,13.0,brightness,0.3,0.7,25.62,2.0923
Image_43,13.0,contrast,0.1,0.3,28.76,2.6121
Image_43,13.0,contrast,0.1,0.5,27.54,2.3915
Image_43,13.0,contrast,0.1,0.7,26.3,2.1701
Image_43,13.0,contrast,0.2,0.3,28.76,2.6121
Image_43,13.0,contrast,0.2,0.5,27.54,2.3915
Image_43,13.0,contrast,0.2,0.7,26.3,2.1701
Image_43,13.0,contrast,0.3,0.3,28.76,2.6121
Image_43,13.0,contrast,0.3,0.5,27.54,2.3915
Image_43,13.0,contrast,0.3,0.7,26.3,2.1701
Image_43,13.0,both,0.1,0.3,27.13,2.2862
Image_43,13.0,both,0.1,0.5,25.88,2.0693
Image_43,13.0,both,0.1,0.7,24.66,1.8576
Image_43,13.0,both,0.2,0.3,25.46,2.0119
Image_43,13.0,both,0.2,0.5,24.24,1.8021
Image_43,13.0,both,0.2,0.7,23.02,1.6072
Image_43,13.0,both,0.3,0.3,23.83,1.8107
Image_43,13.0,both,0.3,0.5,22.59,1.6319
Image_43,13.0,both,0.3,0.7,21.39,1.4484
Image_43,12.0,none,0.0,0.0,43.59,4.4325
Image_43,12.0,brightness,0.1,0.3,41.85,4.0174
Image_43,12.0,brightness,0.1,0.5,41.85,4.0174
Image_43,12.0,brightness,0.1,0.7,41.85,4.0174
Image_43,12.0,brightness,0.2,0.3,39.95,3.6341
Image_43,12.0,brightness,0.2,0.5,39.95,3.6341
Image_43,12.0,brightness,0.2,0.7,39.95,3.6341
Image_43,12.0,brightness,0.3,0.3,38.07,3.3352
Image_43,12.0,brightness,0.3,0.5,38.07,3.3352
Image_43,12.0,brightness,0.3,0.7,38.07,3.3352
Image_43,12.0,contrast,0.1,0.3,41.66,4.0329
Image_43,12.0,contrast,0.1,0.5,40.21,3.7462
Image_43,12.0,contrast,0.1,0.7,38.85,3.4762
Image_43,12.0,contrast,0.2,0.3,41.66,4.0329
Image_43,12.0,contrast,0.2,0.5,40.21,3.7462
Image_43,12.0,contrast,0.2,0.7,38.85,3.4762
Image_43,12.0,contrast,0.3,0.3,41.66,4.0329
Image_43,12.0,contrast,0.3,0.5,40.21,3.7462
Image_43,12.0,contrast,0.3,0.7,38.85,3.4762
Image_43,12.0,both,0.1,0.3,39.76,3.6203
Image_43,12.0,both,0.1,0.5,38.35,3.3398
Image_43,12.0,both,0.1,0.7,36.98,3.0722
Image_43,12.0,both,0.2,0.3,37.87,3.2405
Image_43,12.0,both,0.2,0.5,36.48,2.9765
Image_43,12.0,both,0.2,0.7,35.13,2.7232
Image_43,12.0,both,0.3,0.3,35.99,2.9604
Image_43,12.0,both,0.3,0.5,34.62,2.7105
Image_43,12.0,both,0.3,0.7,33.29,2.4796
Image_43,11.0,none,0.0,0.0,55.5,6.001
Image_43,11.0,brightness,0.1,0.3,53.85,5.6007
Image_43,11.0,brightness,0.1,0.5,53.85,5.6007
Image_43,11.0,brightness,0.1,0.7,53.85,5.6007
Image_43,11.0,brightness,0.2,0.3,51.97,5.1369
Image_43,11.0,brightness,0.2,0.5,51.97,5.1369
Image_43,11.0,brightness,0.2,0.7,51.97,5.1369
Image_43,11.0,brightness,0.3,0.3,50.11,4.7537
Image_43,11.0,brightness,0.3,0.5,50.11,4.7537
Image_43,11.0,brightness,0.3,0.7,50.11,4.7537
Image_43,11.0,contrast,0.1,0.3,53.57,5.5516
Image_43,11.0,contrast,0.1,0.5,52.21,5.2486
Image_43,11.0,contrast,0.1,0.7,50.89,4.9506
Image_43,11.0,contrast,0.2,0.3,53.57,5.5516
Image_43,11.0,contrast,0.2,0.5,52.21,5.2486
