Image,Voltage,Strategy,Off_Coeff,Fac_Coeff,Power_Saving(%),Distortion(%)
Image_12,15.0,both,0.3,0.5,0.08,0.0533
Image_12,15.0,both,0.3,0.7,0.08,0.0533
Image_12,14.0,none,0.0,0.0,16.79,1.8665
Image_12,14.0,brightness,0.1,0.3,16.27,1.7785
Image_12,14.0,brightness,0.1,0.5,16.27,1.7785
Image_12,14.0,brightness,0.1,0.7,16.27,1.7785
Image_12,14.0,brightness,0.2,0.3,15.57,1.643
Image_12,14.0,brightness,0.2,0.5,15.57,1.643
Image_12,14.0,brightness,0.2,0.7,15.57,1.643
Image_12,14.0,brightness,0.3,0.3,14.73,1.4637
Image_12,14.0,brightness,0.3,0.5,14.73,1.4637
Image_12,14.0,brightness,0.3,0.7,14.73,1.4637
Image_12,14.0,contrast,0.1,0.3,15.66,1.6573
Image_12,14.0,contrast,0.1,0.5,14.73,1.4805
Image_12,14.0,contrast,0.1,0.7,13.81,1.3111
Image_12,14.0,contrast,0.2,0.3,15.66,1.6573
Image_12,14.0,contrast,0.2,0.5,14.73,1.4805
Image_12,14.0,contrast,0.2,0.7,13.81,1.3111
Image_12,14.0,contrast,0.3,0.3,15.66,1.6573
Image_12,14.0,contrast,0.3,0.5,14.73,1.4805
Image_12,14.0,contrast,0.3,0.7,13.81,1.3111
Image_12,14.0,both,0.1,0.3,14.91,1.5099
Image_12,14.0,both,0.1,0.5,13.99,1.3436
Image_12,14.0,both,0.1,0.7,13.07,1.1729
Image_12,14.0,both,0.2,0.3,14.18,1.3758
Image_12,14.0,both,0.2,0.5,13.25,1.2043
Image_12,14.0,both,0.2,0.7,12.33,1.0356
Image_12,14.0,both,0.3,0.3,13.44,1.2402
Image_12,14.0,both,0.3,0.5,12.51,1.0671
Image_12,14.0,both,0.3,0.7,11.59,0.8994
Image_12,13.0,none,0.0,0.0,32.13,3.7804
Image_12,13.0,brightness,0.1,0.3,31.16,3.583
Image_12,13.0,brightness,0.1,0.5,31.16,3.583
Image_12,13.0,brightness,0.1,0.7,31.16,3.583
Image_12,13.0,brightness,0.2,0.3,30.03,3.3408
Image_12,13.0,brightness,0.2,0.5,30.03,3.3408
Image_12,13.0,brightness,0.2,0.7,30.03,3.3408
Image_12,13.0,brightness,0.3,0.3,28.74,3.0703
Image_12,13.0,brightness,0.3,0.5,28.74,3.0703
Image_12,13.0,brightness,0.3,0.7,28.74,3.0703
Image_12,13.0,contrast,0.1,0.3,30.13,3.3651
Image_12,13.0,contrast,0.1,0.5,28.66,3.0661
Image_12,13.0,contrast,0.1,0.7,27.21,2.7673
Image_12,13.0,contrast,0.2,0.3,30.13,3.3651
Image_12,13.0,contrast,0.2,0.5,28.66,3.0661
Image_12,13.0,contrast,0.2,0.7,27.21,2.7673
Image_12,13.0,contrast,0.3,0.3,30.13,3.3651
Image_12,13.0,contrast,0.3,0.5,28.66,3.0661
Image_12,13.0,contrast,0.3,0.7,27.21,2.7673
Image_12,13.0,both,0.1,0.3,28.95,3.1215
Image_12,13.0,both,0.1,0.5,27.49,2.8236
Image_12,13.0,both,0.1,0.7,26.04,2.5281
Image_12,13.0,both,0.2,0.3,27.78,2.8789
Image_12,13.0,both,0.2,0.5,26.32,2.5816
Image_12,13.0,both,0.2,0.7,24.87,2.287
Image_12,13.0,both,0.3,0.3,26.6,2.6374
Image_12,13.0,both,0.3,0.5,25.14,2.3417
Image_12,13.0,both,0.3,0.7,23.7,2.0495
Image_12,12.0,none,0.0,0.0,46.03,5.7519
Image_12,12.0,brightness,0.1,0.3,44.77,5.4468
Image_12,12.0,brightness,0.1,0.5,44.77,5.4468
Image_12,12.0,brightness,0.1,0.7,44.77,5.4468
Image_12,12.0,brightness,0.2,0.3,43.43,5.1427
Image_12,12.0,brightness,0.2,0.5,43.43,5.1427
Image_12,12.0,brightness,0.2,0.7,43.43,5.1427
Image_12,12.0,brightness,0.3,0.3,42.1,4.8363
Image_12,12.0,brightness,0.3,0.5,42.1,4.8363
Image_12,12.0,brightness,0.3,0.7,42.1,4.8363
Image_12,12.0,contrast,0.1,0.3,43.65,5.2027
Image_12,12.0,contrast,0.1,0.5,41.97,4.8185
Image_12,12.0,contrast,0.1,0.7,40.31,4.4403
Image_12,12.0,contrast,0.2,0.3,43.65,5.2027
Image_12,12.0,contrast,0.2,0.5,41.97,4.8185
Image_12,12.0,contrast,0.2,0.7,40.31,4.4403
Image_12,12.0,contrast,0.3,0.3,43.65,5.2027
Image_12,12.0,contrast,0.3,0.5,41.97,4.8185
Image_12,12.0,contrast,0.3,0.7,40.31,4.4403
Image_12,12.0,both,0.1,0.3,42.3,4.891
Image_12,12.0,both,0.1,0.5,40.63,4.5098
Image_12,12.0,both,0.1,0.7,38.98,4.1365
Image_12,12.0,both,0.2,0.3,40.96,4.5813
Image_12,12.0,both,0.2,0.5,39.29,4.2027
Image_12,12.0,both,0.2,0.7,37.64,3.8338
Image_12,12.0,both,0.3,0.3,39.61,4.2734
Image_12,12.0,both,0.3,0.5,37.95,3.8995
Image_12,12.0,both,0.3,0.7,36.32,3.5347
Image_12,11.0,none,0.0,0.0,58.48,7.799
Image_12,11.0,brightness,0.1,0.3,57.3,7.4873
Image_12,11.0,brightness,0.1,0.5,57.3,7.4873
Image_12,11.0,brightness,0.1,0.7,57.3,7.4873
Image_12,11.0,brightness,0.2,0.3,55.97,7.136
Image_12,11.0,brightness,0.2,0.5,55.97,7.136
Image_12,11.0,brightness,0.2,0.7,55.97,7.136
Image_12,11.0,brightness,0.3,0.3,54.64,6.7879
Image_12,11.0,brightness,0.3,0.5,54.64,6.7879
Image_12,11.0,brightness,0.3,0.7,54.64,6.7879
Image_12,11.0,contrast,0.1,0.3,56.13,7.1856
Image_12,11.0,contrast,0.1,0.5,54.51,6.765
Image_12,11.0,contrast,0.1,0.7,52.91,6.3518
Image_12,11.0,contrast,0.2,0.3,56.13,7.1856
Image_12,11.0,contrast,0.2,0.5,54.51,6.765
Image_12,11.0,contrast,0.2,0.7,52.91,6.3518
Image_12,11.0,contrast,0.3,0.3,56.13,7.1856
Image_12,11.0,contrast,0.3,0.5,54.51,6.765
Image_12,11.0,contrast,0.3,0.7,52.91,6.3518
Image_12,11.0,both,0.1,0.3,54.83,6.843
Image_12,11.0,both,0.1,0.5,53.22,6.4278
Image_12,11.0,both,0.1,0.7,51.63,6.0213
Image_12,11.0,both,0.2,0.3,53.52,6.5034
Image_12,11.0,both,0.2,0.5,51.92,6.0929
Image_12,11.0,both,0.2,0.7,50.36,5.6963
Image_12,11.0,both,0.3,0.3,52.22,6.1674
Image_12,11.0,both,0.3,0.5,50.64,5.7654
Image_12,11.0,both,0.3,0.7,49.11,5.3796
Image_13,15.0,none,0.0,0.0,0.0,0.0
Image_13,15.0,brightness,0.1,0.3,0.1,0.0616
Image_13,15.0,brightness,0.1,0.5,0.1,0.0616
Image_13,15.0,brightness,0.1,0.7,0.1,0.0616
Image_13,15.0,brightness,0.2,0.3,0.1,0.0616
Image_13,15.0,brightness,0.2,0.5,0.1,0.0616
Image_13,15.0,brightness,0.2,0.7,0.1,0.0616
Image_13,15.0,brightness,0.3,0.3,0.1,0.0616
Image_13,15.0,brightness,0.3,0.5,0.1,0.0616
Image_13,15.0,brightness,0.3,0.7,0.1,0.0616
Image_13,15.0,contrast,0.1,0.3,0.1,0.0616
Image_13,15.0,contrast,0.1,0.5,0.1,0.0616
Image_13,15.0,contrast,0.1,0.7,0.1,0.0616
Image_13,15.0,contrast,0.2,0.3,0.1,0.0616
Image_13,15.0,contrast,0.2,0.5,0.1,0.0616
Image_13,15.0,contrast,0.2,0.7,0.1,0.0616
Image_13,15.0,contrast,0.3,0.3,0.1,0.0616
Image_13,15.0,contrast,0.3,0.5,0.1,0.0616
Image_13,15.0,contrast,0.3,0.7,0.1,0.0616
Image_13,15.0,both,0.1,0.3,0.1,0.0616
Image_13,15.0,both,0.1,0.5,0.1,0.0616
Image_13,15.0,both,0.1,0.7,0.1,0.0616
Image_13,15.0,both,0.2,0.3,0.1,0.0616
Image_13,15.0,both,0.2,0.5,0.1,0.0616
Image_13,15.0,both,0.2,0.7,0.1,0.0616
Image_13,15.0,both,0.3,0.3,0.1,0.0616
Image_13,15.0,both,0.3,0.5,0.1,0.0616
Image_13,15.0,both,0.3,0.7,0.1,0.0616
Image_13,14.0,none,0.0,0.0,16.62,1.6377
Image_13,14.0,brightness,0.1,0.3,16.07,1.5453
Image_13,14.0,brightness,0.1,0.5,16.07,1.5453
Image_13,14.0,brightness,0.1,0.7,16.07,1.5453
Image_13,14.0,brightness,0.2,0.3,15.07,1.3638
Image_13,14.0,brightness,0.2,0.5,15.07,1.3638
Image_13,14.0,brightness,0.2,0.7,15.07,1.3638
Image_13,14.0,brightness,0.3,0.3,14.23,1.2133
Image_13,14.0,brightness,0.3,0.5,14.23,1.2133
Image_13,14.0,brightness,0.3,0.7,14.23,1.2133
Image_13,14.0,contrast,0.1,0.3,15.62,1.4692
Image_13,14.0,contrast,0.1,0.5,14.78,1.3316
Image_13,14.0,contrast,0.1,0.7,13.98,1.1971
Image_13,14.0,contrast,0.2,0.3,15.62,1.4692
Image_13,14.0,contrast,0.2,0.5,14.78,1.3316
Image_13,14.0,contrast,0.2,0.7,13.98,1.1971
Image_13,14.0,contrast,0.3,0.3,15.62,1.4692
Image_13,14.0,contrast,0.3,0.5,14.78,1.3316
Image_13,14.0,contrast,0.3,0.7,13.98,1.1971
Image_13,14.0,both,0.1,0.3,14.75,1.3219
Image_13,14.0,both,0.1,0.5,13.94,1.1835
Image_13,14.0,both,0.1,0.7,13.14,1.0524
Image_13,14.0,both,0.2,0.3,13.89,1.1707
Image_13,14.0,both,0.2,0.5,13.08,1.0345
Image_13,14.0,both,0.2,0.7,12.3,0.9078
Image_13,14.0,both,0.3,0.3,13.04,1.0246
Image_13,14.0,both,0.3,0.5,12.25,0.8988
Image_13,14.0,both,0.3,0.7,11.47,0.7797
Image_13,13.0,none,0.0,0.0,31.82,3.3155
Image_13,13.0,brightness,0.1,0.3,30.59,3.0739
Image_13,13.0,brightness,0.1,0.5,30.59,3.0739
Image_13,13.0,brightness,0.1,0.7,30.59,3.0739
Image_13,13.0,brightness,0.2,0.3,29.3,2.8349
Image_13,13.0,brightness,0.2,0.5,29.3,2.8349
Image_13,13.0,brightness,0.2,0.7,29.3,2.8349
Image_13,13.0,brightness,0.3,0.3,27.86,2.5424
Image_13,13.0,brightness,0.3,0.5,27.86,2.5424
Image_13,13.0,brightness,0.3,0.7,27.86,2.5424
Image_13,13.0,contrast,0.1,0.3,30.03,2.9858
Image_13,13.0,contrast,0.1,0.5,28.79,2.7564
Image_13,13.0,contrast,0.1,0.7,27.62,2.5354
Image_13,13.0,contrast,0.2,0.3,30.03,2.9858
Image_13,13.0,contrast,0.2,0.5,28.79,2.7564
Image_13,13.0,contrast,0.2,0.7,27.62,2.5354
Image_13,13.0,contrast,0.3,0.3,30.03,2.9858
Image_13,13.0,contrast,0.3,0.5,28.79,2.7564
Image_13,13.0,contrast,0.3,0.7,27.62,2.5354
Image_13,13.0,both,0.1,0.3,28.7,2.7265
Image_13,13.0,both,0.1,0.5,27.5,2.5044
Image_13,13.0,both,0.1,0.7,26.35,2.2935
Image_13,13.0,both,0.2,0.3,27.37,2.4711
Image_13,13.0,both,0.2,0.5,26.2,2.2551
Image_13,13.0,both,0.2,0.7,25.1,2.0511
Image_13,13.0,both,0.3,0.3,26.07,2.222
Image_13,13.0,both,0.3,0.5,24.94,2.0145
Image_13,13.0,both,0.3,0.7,23.86,1.8165
Image_13,12.0,none,0.0,0.0,45.59,5.0469
Image_13,12.0,brightness,0.1,0.3,44.14,4.7189
Image_13,12.0,brightness,0.1,0.5,44.14,4.7189
Image_13,12.0,brightness,0.1,0.7,44.14,4.7189
Image_13,12.0,brightness,0.2,0.3,42.56,4.3814
Image_13,12.0,brightness,0.2,0.5,42.56,4.3814
Image_13,12.0,brightness,0.2,0.7,42.56,4.3814
Image_13,12.0,brightness,0.3,0.3,41.04,4.0573
Image_13,12.0,brightness,0.3,0.5,41.04,4.0573
Image_13,12.0,brightness,0.3,0.7,41.04,4.0573
Image_13,12.0,contrast,0.1,0.3,43.51,4.6134
Image_13,12.0,contrast,0.1,0.5,42.15,4.3286
Image_13,12.0,contrast,0.1,0.7,40.91,4.0697
Image_13,12.0,contrast,0.2,0.3,43.51,4.6134
Image_13,12.0,contrast,0.2,0.5,42.15,4.3286
Image_13,12.0,contrast,0.2,0.7,40.91,4.0697
Image_13,12.0,contrast,0.3,0.3,43.51,4.6134
Image_13,12.0,contrast,0.3,0.5,42.15,4.3286
Image_13,12.0,contrast,0.3,0.7,40.91,4.0697
Image_13,12.0,both,0.1,0.3,42.01,4.2872
Image_13,12.0,both,0.1,0.5,40.71,4.0166
Image_13,12.0,both,0.1,0.7,39.49,3.7651
Image_13,12.0,both,0.2,0.3,40.54,3.9699
Image_13,12.0,both,0.2,0.5,39.29,3.7074
Image_13,12.0,both,0.2,0.7,38.1,3.4617
Image_13,12.0,both,0.3,0.3,39.1,3.66
Image_13,12.0,both,0.3,0.5,37.88,3.4072
Image_13,12.0,both,0.3,0.7,36.72,3.1684
Image_13,11.0,none,0.0,0.0,57.94,6.8321
Image_13,11.0,brightness,0.1,0.3,56.54,6.4956
Image_13,11.0,brightness,0.1,0.5,56.54,6.4956
Image_13,11.0,brightness,0.1,0.7,56.54,6.4956
Image_13,11.0,brightness,0.2,0.3,55.02,6.1236
Image_13,11.0,brightness,0.2,0.5,55.02,6.1236
Image_13,11.0,brightness,0.2,0.7,55.02,6.1236
Image_13,11.0,brightness,0.3,0.3,53.55,5.7662
Image_13,11.0,brightness,0.3,0.5,53.55,5.7662
Image_13,11.0,brightness,0.3,0.7,53.55,5.7662
Image_13,11.0,contrast,0.1,0.3,55.92,6.3606
Image_13,11.0,contrast,0.1,0.5,54.68,6.0673
Image_13,11.0,contrast,0.1,0.7,53.51,5.7919
Image_13,11.0,contrast,0.2,0.3,55.92,6.3606
Image_13,11.0,contrast,0.2,0.5,54.68,6.0673
Image_13,11.0,contrast,0.2,0.7,53.51,5.7919
Image_13,11.0,contrast,0.3,0.3,55.92,6.3606
Image_13,11.0,contrast,0.3,0.5,54.68,6.0673
Image_13,11.0,contrast,0.3,0.7,53.51,5.7919
Image_13,11.0,both,0.1,0.3,54.5,6.0141
Image_13,11.0,both,0.1,0.5,53.31,5.7334
Image_13,11.0,both,0.1,0.7,52.17,5.4669
Image_13,11.0,both,0.2,0.3,53.11,5.6763
Image_13,11.0,both,0.2,0.5,51.95,5.4043
Image_13,11.0,both,0.2,0.7,50.85,5.1471
Image_13,11.0,both,0.3,0.3,51.74,5.3459
Image_13,11.0,both,0.3,0.5,50.62,5.0816
Image_13,11.0,both,0.3,0.7,49.54,4.8302
Image_14,15.0,none,0.0,0.0,0.0,0.0
Image_14,15.0,brightness,0.1,0.3,0.11,0.0587
Image_14,15.0,brightness,0.1,0.5,0.11,0.0587
Image_14,15.0,brightness,0.1,0.7,0.11,0.0587
Image_14,15.0,brightness,0.2,0.3,0.11,0.0587
Image_14,15.0,brightness,0.2,0.5,0.11,0.0587
Image_14,15.0,brightness,0.2,0.7,0.11,0.0587
Image_14,15.0,brightness,0.3,0.3,0.11,0.0587
Image_14,15.0,brightness,0.3,0.5,0.11,0.0587
Image_14,15.0,brightness,0.3,0.7,0.11,0.0587
Image_14,15.0,contrast,0.1,0.3,0.11,0.0587
Image_14,15.0,contrast,0.1,0.5,0.11,0.0587
Image_14,15.0,contrast,0.1,0.7,0.11,0.0587
Image_14,15.0,contrast,0.2,0.3,0.11,0.0587
Image_14,15.0,contrast,0.2,0.5,0.11,0.0587
Image_14,15.0,contrast,0.2,0.7,0.11,0.0587
Image_14,15.0,contrast,0.3,0.3,0.11,0.0587
Image_14,15.0,contrast,0.3,0.5,0.11,0.0587
Image_14,15.0,contrast,0.3,0.7,0.11,0.0587
Image_14,15.0,both,0.1,0.3,0.11,0.0587
Image_14,15.0,both,0.1,0.5,0.11,0.0587
Image_14,15.0,both,0.1,0.7,0.11,0.0587
Image_14,15.0,both,0.2,0.3,0.11,0.0587
Image_14,15.0,both,0.2,0.5,0.11,0.0587
Image_14,15.0,both,0.2,0.7,0.11,0.0587
Image_14,15.0,both,0.3,0.3,0.11,0.0587
Image_14,15.0,both,0.3,0.5,0.11,0.0587
Image_14,15.0,both,0.3,0.7,0.11,0.0587
Image_14,14.0,none,0.0,0.0,16.4,1.4863
Image_14,14.0,brightness,0.1,0.3,15.77,1.3909
Image_14,14.0,brightness,0.1,0.5,15.77,1.3909
Image_14,14.0,brightness,0.1,0.7,15.77,1.3909
Image_14,14.0,brightness,0.2,0.3,14.63,1.2067
Image_14,14.0,brightness,0.2,0.5,14.63,1.2067
Image_14,14.0,brightness,0.2,0.7,14.63,1.2067
Image_14,14.0,brightness,0.3,0.3,13.65,1.0503
Image_14,14.0,brightness,0.3,0.5,13.65,1.0503
Image_14,14.0,brightness,0.3,0.7,13.65,1.0503
Image_14,14.0,contrast,0.1,0.3,15.4,1.333
Image_14,14.0,contrast,0.1,0.5,14.51,1.1949
Image_14,14.0,contrast,0.1,0.7,13.65,1.0649
Image_14,14.0,contrast,0.2,0.3,15.4,1.333
Image_14,14.0,contrast,0.2,0.5,14.51,1.1949
Image_14,14.0,contrast,0.2,0.7,13.65,1.0649
Image_14,14.0,contrast,0.3,0.3,15.4,1.333
Image_14,14.0,contrast,0.3,0.5,14.51,1.1949
Image_14,14.0,contrast,0.3,0.7,13.65,1.0649
Image_14,14.0,both,0.1,0.3,14.39,1.1732
Image_14,14.0,both,0.1,0.5,13.52,1.0426
Image_14,14.0,both,0.1,0.7,12.65,0.9096
Image_14,14.0,both,0.2,0.3,13.4,1.0211
Image_14,14.0,both,0.2,0.5,12.52,0.8855
Image_14,14.0,both,0.2,0.7,11.65,0.7543
Image_14,14.0,both,0.3,0.3,12.39,0.8658
Image_14,14.0,both,0.3,0.5,11.51,0.7355
Image_14,14.0,both,0.3,0.7,10.65,0.6085
Image_14,13.0,none,0.0,0.0,31.41,3.0077
Image_14,13.0,brightness,0.1,0.3,30.01,2.7607
Image_14,13.0,brightness,0.1,0.5,30.01,2.7607
Image_14,13.0,brightness,0.1,0.7,30.01,2.7607
Image_14,13.0,brightness,0.2,0.3,28.52,2.5113
Image_14,13.0,brightness,0.2,0.5,28.52,2.5113
Image_14,13.0,brightness,0.2,0.7,28.52,2.5113
Image_14,13.0,brightness,0.3,0.3,26.83,2.2083
Image_14,13.0,brightness,0.3,0.5,26.83,2.2083
Image_14,13.0,brightness,0.3,0.7,26.83,2.2083
Image_14,13.0,contrast,0.1,0.3,29.56,2.6928
Image_14,13.0,contrast,0.1,0.5,28.18,2.4596
Image_14,13.0,contrast,0.1,0.7,26.81,2.2229
Image_14,13.0,contrast,0.2,0.3,29.56,2.6928
Image_14,13.0,contrast,0.2,0.5,28.18,2.4596
Image_14,13.0,contrast,0.2,0.7,26.81,2.2229
Image_14,13.0,contrast,0.3,0.3,29.56,2.6928
Image_14,13.0,contrast,0.3,0.5,28.18,2.4596
Image_14,13.0,contrast,0.3,0.7,26.81,2.2229
Image_14,13.0,both,0.1,0.3,27.98,2.4187
Image_14,13.0,both,0.1,0.5,26.6,2.1857
Image_14,13.0,both,0.1,0.7,25.22,1.9545
Image_14,13.0,both,0.2,0.3,26.4,2.1444
Image_14,13.0,both,0.2,0.5,25.01,1.9123
Image_14,13.0,both,0.2,0.7,23.64,1.6825
Image_14,13.0,both,0.3,0.3,24.8,1.8733
Image_14,13.0,both,0.3,0.5,23.43,1.6443
Image_14,13.0,both,0.3,0.7,22.06,1.4166
Image_14,12.0,none,0.0,0.0,45.03,4.5744
Image_14,12.0,brightness,0.1,0.3,43.36,4.24
Image_14,12.0,brightness,0.1,0.5,43.36,4.24
Image_14,12.0,brightness,0.1,0.7,43.36,4.24
Image_14,12.0,brightness,0.2,0.3,41.52,3.8879
Image_14,12.0,brightness,0.2,0.5,41.52,3.8879
Image_14,12.0,brightness,0.2,0.7,41.52,3.8879
Image_14,12.0,brightness,0.3,0.3,39.71,3.5414
Image_14,12.0,brightness,0.3,0.5,39.71,3.5414
Image_14,12.0,brightness,0.3,0.7,39.71,3.5414
Image_14,12.0,contrast,0.1,0.3,42.82,4.1529
Image_14,12.0,contrast,0.1,0.5,41.22,3.8507
Image_14,12.0,contrast,0.1,0.7,39.66,3.5554
Image_14,12.0,contrast,0.2,0.3,42.82,4.1529
Image_14,12.0,contrast,0.2,0.5,41.22,3.8507
Image_14,12.0,contrast,0.2,0.7,39.66,3.5554
Image_14,12.0,contrast,0.3,0.3,42.82,4.1529
Image_14,12.0,contrast,0.3,0.5,41.22,3.8507
Image_14,12.0,contrast,0.3,0.7,39.66,3.5554
Image_14,12.0,both,0.1,0.3,41.0,3.8009
Image_14,12.0,both,0.1,0.5,39.41,3.5022
Image_14,12.0,both,0.1,0.7,37.85,3.2106
Image_14,12.0,both,0.2,0.3,39.18,3.4511
Image_14,12.0,both,0.2,0.5,37.6,3.155
Image_14,12.0,both,0.2,0.7,36.04,2.8664
Image_14,12.0,both,0.3,0.3,37.36,3.1053
Image_14,12.0,both,0.3,0.5,35.78,2.8129
Image_14,12.0,both,0.3,0.7,34.23,2.5271
Image_14,11.0,none,0.0,0.0,57.26,6.1947
Image_14,11.0,brightness,0.1,0.3,55.65,5.846
Image_14,11.0,brightness,0.1,0.5,55.65,5.846
Image_14,11.0,brightness,0.1,0.7,55.65,5.846
Image_14,11.0,brightness,0.2,0.3,53.85,5.4504
Image_14,11.0,brightness,0.2,0.5,53.85,5.4504
Image_14,11.0,brightness,0.2,0.7,53.85,5.4504
Image_14,11.0,brightness,0.3,0.3,52.06,5.0611
Image_14,11.0,brightness,0.3,0.5,52.06,5.0611
Image_14,11.0,brightness,0.3,0.7,52.06,5.0611
Image_14,11.0,contrast,0.1,0.3,55.07,5.725
Image_14,11.0,contrast,0.1,0.5,53.53,5.396
Image_14,11.0,contrast,0.1,0.7,52.01,5.0718
Image_14,11.0,contrast,0.2,0.3,55.07,5.725
Image_14,11.0,contrast,0.2,0.5,53.53,5.396
Image_14,11.0,contrast,0.2,0.7,52.01,5.0718
Image_14,11.0,contrast,0.3,0.3,55.07,5.725
Image_14,11.0,contrast,0.3,0.5,53.53,5.396
Image_14,11.0,contrast,0.3,0.7,52.01,5.0718
Image_14,11.0,both,0.1,0.3,53.3,5.3399
Image_14,11.0,both,0.1,0.5,51.77,5.0152
Image_14,11.0,both,0.1,0.7,50.26,4.6959
Image_14,11.0,both,0.2,0.3,51.54,4.9581
Image_14,11.0,both,0.2,0.5,50.01,4.6369
Image_14,11.0,both,0.2,0.7,48.51,4.3235
Image_14,11.0,both,0.3,0.3,49.77,4.5798
Image_14,11.0,both,0.3,0.5,48.26,4.2634
Image_14,11.0,both,0.3,0.7,46.77,3.9549
Image_15,15.0,none,0.0,0.0,0.0,0.0
Image_15,15.0,brightness,0.1,0.3,0.11,0.0627
Image_15,15.0,brightness,0.1,0.5,0.11,0.0627
Image_15,15.0,brightness,0.1,0.7,0.11,0.0627
Image_15,15.0,brightness,0.2,0.3,0.11,0.0627
Image_15,15.0,brightness,0.2,0.5,0.11,0.0627
Image_15,15.0,brightness,0.2,0.7,0.11,0.0627
Image_15,15.0,brightness,0.3,0.3,0.11,0.0627
Image_15,15.0,brightness,0.3,0.5,0.11,0.0627
Image_15,15.0,brightness,0.3,0.7,0.11,0.0627
Image_15,15.0,contrast,0.1,0.3,0.11,0.0627
Image_15,15.0,contrast,0.1,0.5,0.11,0.0627
Image_15,15.0,contrast,0.1,0.7,0.11,0.0627
Image_15,15.0,contrast,0.2,0.3,0.11,0.0627
Image_15,15.0,contrast,0.2,0.5,0.11,0.0627
Image_15,15.0,contrast,0.2,0.7,0.11,0.0627
Image_15,15.0,contrast,0.3,0.3,0.11,0.0627
Image_15,15.0,contrast,0.3,0.5,0.11,0.0627
Image_15,15.0,contrast,0.3,0.7,0.11,0.0627
Image_15,15.0,both,0.1,0.3,0.11,0.0627
Image_15,15.0,both,0.1,0.5,0.11,0.0627
Image_15,15.0,both,0.1,0.7,0.11,0.0627
Image_15,15.0,both,0.2,0.3,0.11,0.0627
Image_15,15.0,both,0.2,0.5,0.11,0.0627
Image_15,15.0,both,0.2,0.7,0.11,0.0627
Image_15,15.0,both,0.3,0.3,0.11,0.0627
Image_15,15.0,both,0.3,0.5,0.11,0.0627
Image_15,15.0,both,0.3,0.7,0.11,0.0627
Image_15,14.0,none,0.0,0.0,16.68,2.0356
Image_15,14.0,brightness,0.1,0.3,16.26,1.9244
Image_15,14.0,brightness,0.1,0.5,16.26,1.9244
Image_15,14.0,brightness,0.1,0.7,16.26,1.9244
Image_15,14.0,brightness,0.2,0.3,15.49,1.7686
Image_15,14.0,brightness,0.2,0.5,15.49,1.7686
Image_15,14.0,brightness,0.2,0.7,15.49,1.7686
Image_15,14.0,brightness,0.3,0.3,14.72,1.6002
Image_15,14.0,brightness,0.3,0.5,14.72,1.6002
Image_15,14.0,brightness,0.3,0.7,14.72,1.6002
Image_15,14.0,contrast,0.1,0.3,15.61,1.7992
Image_15,14.0,contrast,0.1,0.5,14.72,1.6164
Image_15,14.0,contrast,0.1,0.7,13.86,1.4407
Image_15,14.0,contrast,0.2,0.3,15.61,1.7992
