Image,Voltage,Strategy,b_offset,b_factor,Raw_oc,Raw_fc,Power_Saving(%),Distortion(%)
Image_2,14.0,both,0.0067,1.02,0.1,0.3,14.77,1.51
Image_2,14.0,both,0.0067,1.0333,0.1,0.5,13.84,1.34
Image_2,14.0,both,0.0067,1.0467,0.1,0.7,12.93,1.17
Image_2,14.0,both,0.0133,1.02,0.2,0.3,13.97,1.36
Image_2,14.0,both,0.0133,1.0333,0.2,0.5,13.05,1.19
Image_2,14.0,both,0.0133,1.0467,0.2,0.7,12.14,1.02
Image_2,14.0,both,0.02,1.02,0.3,0.3,13.17,1.21
Image_2,14.0,both,0.02,1.0333,0.3,0.5,12.27,1.03
Image_2,14.0,both,0.02,1.0467,0.3,0.7,11.35,0.87
Image_2,13.5,brightness,0.01,1.0,0.1,0.0,23.63,2.66
Image_2,13.5,brightness,0.02,1.0,0.2,0.0,22.49,2.43
Image_2,13.5,brightness,0.03,1.0,0.3,0.0,21.52,2.25
Image_2,13.5,contrast,0.0,1.03,0.0,0.3,22.83,2.51
Image_2,13.5,contrast,0.0,1.05,0.0,0.5,21.6,2.27
Image_2,13.5,contrast,0.0,1.07,0.0,0.7,20.38,2.02
Image_2,13.5,both,0.01,1.03,0.1,0.3,21.77,2.3
Image_2,13.5,both,0.01,1.05,0.1,0.5,20.55,2.05
Image_2,13.5,both,0.01,1.07,0.1,0.7,19.33,1.81
Image_2,13.5,both,0.02,1.03,0.2,0.3,20.72,2.08
Image_2,13.5,both,0.02,1.05,0.2,0.5,19.49,1.84
Image_2,13.5,both,0.02,1.07,0.2,0.7,18.28,1.6
Image_2,13.5,both,0.03,1.03,0.3,0.3,19.66,1.87
Image_2,13.5,both,0.03,1.05,0.3,0.5,18.43,1.63
Image_2,13.5,both,0.03,1.07,0.3,0.7,17.24,1.39
Image_2,13.0,brightness,0.0133,1.0,0.1,0.0,30.78,3.58
Image_2,13.0,brightness,0.0267,1.0,0.2,0.0,29.61,3.33
Image_2,13.0,brightness,0.04,1.0,0.3,0.0,28.28,3.03
Image_2,13.0,contrast,0.0,1.04,0.0,0.3,29.89,3.39
Image_2,13.0,contrast,0.0,1.0667,0.0,0.5,28.44,3.09
Image_2,13.0,contrast,0.0,1.0933,0.0,0.7,27.01,2.79
Image_2,13.0,both,0.0133,1.04,0.1,0.3,28.64,3.12
Image_2,13.0,both,0.0133,1.0667,0.1,0.5,27.2,2.82
Image_2,13.0,both,0.0133,1.0933,0.1,0.7,25.79,2.53
Image_2,13.0,both,0.0267,1.04,0.2,0.3,27.39,2.86
Image_2,13.0,both,0.0267,1.0667,0.2,0.5,25.96,2.56
Image_2,13.0,both,0.0267,1.0933,0.2,0.7,24.59,2.27
Image_2,13.0,both,0.04,1.04,0.3,0.3,26.15,2.59
Image_2,13.0,both,0.04,1.0667,0.3,0.5,24.74,2.3
Image_2,13.0,both,0.04,1.0933,0.3,0.7,23.41,2.02
Image_2,12.5,brightness,0.0167,1.0,0.1,0.0,37.72,4.5
Image_2,12.5,brightness,0.0333,1.0,0.2,0.0,36.36,4.21
Image_2,12.5,brightness,0.05,1.0,0.3,0.0,35.03,3.91
Image_2,12.5,contrast,0.0,1.05,0.0,0.3,36.72,4.3
Image_2,12.5,contrast,0.0,1.0833,0.0,0.5,35.14,3.95
Image_2,12.5,contrast,0.0,1.1167,0.0,0.7,33.6,3.61
Image_2,12.5,both,0.0167,1.05,0.1,0.3,35.35,3.99
Image_2,12.5,both,0.0167,1.0833,0.1,0.5,33.78,3.65
Image_2,12.5,both,0.0167,1.1167,0.1,0.7,32.29,3.32
Image_2,12.5,both,0.0333,1.05,0.2,0.3,33.98,3.68
Image_2,12.5,both,0.0333,1.0833,0.2,0.5,32.45,3.35
Image_2,12.5,both,0.0333,1.1167,0.2,0.7,31.02,3.03
Image_2,12.5,both,0.05,1.05,0.3,0.3,32.62,3.38
Image_2,12.5,both,0.05,1.0833,0.3,0.5,31.15,3.06
Image_2,12.5,both,0.05,1.1167,0.3,0.7,29.79,2.76
Image_2,12.0,brightness,0.02,1.0,0.1,0.0,44.33,5.48
Image_2,12.0,brightness,0.04,1.0,0.2,0.0,42.91,5.13
Image_2,12.0,brightness,0.06,1.0,0.3,0.0,41.47,4.79
Image_2,12.0,contrast,0.0,1.06,0.0,0.3,43.31,5.25
Image_2,12.0,contrast,0.0,1.1,0.0,0.5,41.65,4.86
Image_2,12.0,contrast,0.0,1.14,0.0,0.7,40.12,4.5
Image_2,12.0,both,0.02,1.06,0.1,0.3,41.87,4.91
Image_2,12.0,both,0.02,1.1,0.1,0.5,40.27,4.53
Image_2,12.0,both,0.02,1.14,0.1,0.7,38.8,4.19
Image_2,12.0,both,0.04,1.06,0.2,0.3,40.46,4.57
Image_2,12.0,both,0.04,1.1,0.2,0.5,38.92,4.21
Image_2,12.0,both,0.04,1.14,0.2,0.7,37.53,3.88
Image_2,12.0,both,0.06,1.06,0.3,0.3,39.08,4.24
Image_2,12.0,both,0.06,1.1,0.3,0.5,37.62,3.9
Image_2,12.0,both,0.06,1.14,0.3,0.7,36.29,3.59
Image_2,11.5,brightness,0.0233,1.0,0.1,0.0,50.76,6.51
Image_2,11.5,brightness,0.0467,1.0,0.2,0.0,49.3,6.14
Image_2,11.5,brightness,0.07,1.0,0.3,0.0,47.85,5.77
Image_2,11.5,contrast,0.0,1.07,0.0,0.3,49.64,6.23
Image_2,11.5,contrast,0.0,1.1167,0.0,0.5,48.01,5.83
Image_2,11.5,contrast,0.0,1.1633,0.0,0.7,46.52,5.46
Image_2,11.5,both,0.0233,1.07,0.1,0.3,48.21,5.87
Image_2,11.5,both,0.0233,1.1167,0.1,0.5,46.65,5.48
Image_2,11.5,both,0.0233,1.1633,0.1,0.7,45.25,5.13
Image_2,11.5,both,0.0467,1.07,0.2,0.3,46.81,5.52
Image_2,11.5,both,0.0467,1.1167,0.2,0.5,45.34,5.15
Image_2,11.5,both,0.0467,1.1633,0.2,0.7,44.01,4.83
Image_2,11.5,both,0.07,1.07,0.3,0.3,45.46,5.18
Image_2,11.5,both,0.07,1.1167,0.3,0.5,44.08,4.84
Image_2,11.5,both,0.07,1.1633,0.3,0.7,42.81,4.52
Image_2,11.0,brightness,0.0267,1.0,0.1,0.0,56.76,7.53
Image_2,11.0,brightness,0.0533,1.0,0.2,0.0,55.34,7.14
Image_2,11.0,brightness,0.08,1.0,0.3,0.0,53.93,6.75
Image_2,11.0,contrast,0.0,1.08,0.0,0.3,55.7,7.25
Image_2,11.0,contrast,0.0,1.1333,0.0,0.5,54.16,6.84
Image_2,11.0,contrast,0.0,1.1867,0.0,0.7,52.78,6.47
Image_2,11.0,both,0.0267,1.08,0.1,0.3,54.33,6.88
Image_2,11.0,both,0.0267,1.1333,0.1,0.5,52.88,6.49
Image_2,11.0,both,0.0267,1.1867,0.1,0.7,51.58,6.15
Image_2,11.0,both,0.0533,1.08,0.2,0.3,53.0,6.52
Image_2,11.0,both,0.0533,1.1333,0.2,0.5,51.65,6.16
Image_2,11.0,both,0.0533,1.1867,0.2,0.7,50.41,5.84
Image_2,11.0,both,0.08,1.08,0.3,0.3,51.73,6.18
Image_2,11.0,both,0.08,1.1333,0.3,0.5,50.46,5.85
Image_2,11.0,both,0.08,1.1867,0.3,0.7,49.27,5.54
Image_2,10.5,brightness,0.03,1.0,0.1,0.0,62.46,8.59
Image_2,10.5,brightness,0.06,1.0,0.2,0.0,61.13,8.19
Image_2,10.5,brightness,0.09,1.0,0.3,0.0,59.88,7.84
Image_2,10.5,contrast,0.0,1.09,0.0,0.3,61.49,8.31
Image_2,10.5,contrast,0.0,1.15,0.0,0.5,60.08,7.92
Image_2,10.5,contrast,0.0,1.21,0.0,0.7,58.84,7.56
Image_2,10.5,both,0.03,1.09,0.1,0.3,60.22,7.95
Image_2,10.5,both,0.03,1.15,0.1,0.5,58.92,7.58
Image_2,10.5,both,0.03,1.21,0.1,0.7,57.75,7.24
Image_2,10.5,both,0.06,1.09,0.2,0.3,59.01,7.6
Image_2,10.5,both,0.06,1.15,0.2,0.5,57.79,7.25
Image_2,10.5,both,0.06,1.21,0.2,0.7,56.68,6.93
Image_2,10.5,both,0.09,1.09,0.3,0.3,57.86,7.27
Image_2,10.5,both,0.09,1.15,0.3,0.5,56.71,6.94
Image_2,10.5,both,0.09,1.21,0.3,0.7,55.63,6.63
Image_2,10.0,brightness,0.0333,1.0,0.1,0.0,67.85,9.68
Image_2,10.0,brightness,0.0667,1.0,0.2,0.0,66.66,9.3
Image_2,10.0,brightness,0.1,1.0,0.3,0.0,65.51,8.95
Image_2,10.0,contrast,0.0,1.1,0.0,0.3,66.99,9.42
Image_2,10.0,contrast,0.0,1.1667,0.0,0.5,65.75,9.04
Image_2,10.0,contrast,0.0,1.2333,0.0,0.7,64.68,8.71
Image_2,10.0,both,0.0333,1.1,0.1,0.3,65.86,9.07
Image_2,10.0,both,0.0333,1.1667,0.1,0.5,64.73,8.72
Image_2,10.0,both,0.0333,1.2333,0.1,0.7,63.71,8.41
Image_2,10.0,both,0.0667,1.1,0.2,0.3,64.79,8.74
Image_2,10.0,both,0.0667,1.1667,0.2,0.5,63.73,8.41
Image_2,10.0,both,0.0667,1.2333,0.2,0.7,62.76,8.12
Image_2,10.0,both,0.1,1.1,0.3,0.3,63.78,8.42
Image_2,10.0,both,0.1,1.1667,0.3,0.5,62.77,8.12
Image_2,10.0,both,0.1,1.2333,0.3,0.7,61.83,7.83
Image_2,9.5,brightness,0.0367,1.0,0.1,0.0,72.92,10.82
Image_2,9.5,brightness,0.0733,1.0,0.2,0.0,71.92,10.49
Image_2,9.5,brightness,0.11,1.0,0.3,0.0,70.9,10.14
Image_2,9.5,contrast,0.0,1.11,0.0,0.3,72.2,10.59
Image_2,9.5,contrast,0.0,1.1833,0.0,0.5,71.16,10.24
Image_2,9.5,contrast,0.0,1.2567,0.0,0.7,70.25,9.94
Image_2,9.5,both,0.0367,1.11,0.1,0.3,71.24,10.26
Image_2,9.5,both,0.0367,1.1833,0.1,0.5,70.29,9.95
Image_2,9.5,both,0.0367,1.2567,0.1,0.7,69.43,9.65
Image_2,9.5,both,0.0733,1.11,0.2,0.3,70.34,9.96
Image_2,9.5,both,0.0733,1.1833,0.2,0.5,69.45,9.66
Image_2,9.5,both,0.0733,1.2567,0.2,0.7,68.62,9.39
Image_2,9.5,both,0.11,1.11,0.3,0.3,69.48,9.67
Image_2,9.5,both,0.11,1.1833,0.3,0.5,68.63,9.39
Image_2,9.5,both,0.11,1.2567,0.3,0.7,67.84,9.12
Image_2,9.0,brightness,0.04,1.0,0.1,0.0,77.67,12.02
Image_2,9.0,brightness,0.08,1.0,0.2,0.0,76.85,11.72
Image_2,9.0,brightness,0.12,1.0,0.3,0.0,76.06,11.43
Image_2,9.0,contrast,0.0,1.12,0.0,0.3,77.09,11.81
Image_2,9.0,contrast,0.0,1.2,0.0,0.5,76.27,11.51
Image_2,9.0,contrast,0.0,1.28,0.0,0.7,75.54,11.24
Image_2,9.0,both,0.04,1.12,0.1,0.3,76.32,11.53
Image_2,9.0,both,0.04,1.2,0.1,0.5,75.56,11.25
Image_2,9.0,both,0.04,1.28,0.1,0.7,74.88,11.0
Image_2,9.0,both,0.08,1.12,0.2,0.3,75.6,11.26
Image_2,9.0,both,0.08,1.2,0.2,0.5,74.89,11.0
Image_2,9.0,both,0.08,1.28,0.2,0.7,74.23,10.76
Image_2,9.0,both,0.12,1.12,0.3,0.3,74.91,11.0
Image_2,9.0,both,0.12,1.2,0.3,0.5,74.23,10.76
Image_2,9.0,both,0.12,1.28,0.3,0.7,73.6,10.53
Image_3,14.5,brightness,0.0033,1.0,0.1,0.0,8.61,0.97
Image_3,14.5,brightness,0.0067,1.0,0.2,0.0,8.08,0.87
Image_3,14.5,brightness,0.01,1.0,0.3,0.0,7.62,0.78
Image_3,14.5,contrast,0.0,1.01,0.0,0.3,8.1,0.88
Image_3,14.5,contrast,0.0,1.0167,0.0,0.5,7.6,0.79
Image_3,14.5,contrast,0.0,1.0233,0.0,0.7,7.08,0.69
Image_3,14.5,both,0.0033,1.01,0.1,0.3,7.67,0.79
Image_3,14.5,both,0.0033,1.0167,0.1,0.5,7.17,0.7
Image_3,14.5,both,0.0033,1.0233,0.1,0.7,6.67,0.61
Image_3,14.5,both,0.0067,1.01,0.2,0.3,7.28,0.71
Image_3,14.5,both,0.0067,1.0167,0.2,0.5,6.74,0.61
Image_3,14.5,both,0.0067,1.0233,0.2,0.7,6.25,0.53
Image_3,14.5,both,0.01,1.01,0.3,0.3,6.85,0.64
Image_3,14.5,both,0.01,1.0167,0.3,0.5,6.31,0.54
Image_3,14.5,both,0.01,1.0233,0.3,0.7,5.81,0.45
Image_3,14.0,brightness,0.0067,1.0,0.1,0.0,16.39,1.85
Image_3,14.0,brightness,0.0133,1.0,0.2,0.0,15.58,1.68
Image_3,14.0,brightness,0.02,1.0,0.3,0.0,14.78,1.51
Image_3,14.0,contrast,0.0,1.02,0.0,0.3,15.69,1.71
Image_3,14.0,contrast,0.0,1.0333,0.0,0.5,14.77,1.54
Image_3,14.0,contrast,0.0,1.0467,0.0,0.7,13.86,1.36
Image_3,14.0,both,0.0067,1.02,0.1,0.3,14.98,1.58
Image_3,14.0,both,0.0067,1.0333,0.1,0.5,14.05,1.4
Image_3,14.0,both,0.0067,1.0467,0.1,0.7,13.12,1.22
Image_3,14.0,both,0.0133,1.02,0.2,0.3,14.22,1.42
Image_3,14.0,both,0.0133,1.0333,0.2,0.5,13.3,1.24
Image_3,14.0,both,0.0133,1.0467,0.2,0.7,12.38,1.07
Image_3,14.0,both,0.02,1.02,0.3,0.3,13.45,1.27
Image_3,14.0,both,0.02,1.0333,0.3,0.5,12.53,1.09
Image_3,14.0,both,0.02,1.0467,0.3,0.7,11.63,0.93
Image_3,13.5,brightness,0.01,1.0,0.1,0.0,23.95,2.76
Image_3,13.5,brightness,0.02,1.0,0.2,0.0,22.89,2.52
Image_3,13.5,brightness,0.03,1.0,0.3,0.0,21.97,2.34
Image_3,13.5,contrast,0.0,1.03,0.0,0.3,23.1,2.6
Image_3,13.5,contrast,0.0,1.05,0.0,0.5,21.86,2.35
Image_3,13.5,contrast,0.0,1.07,0.0,0.7,20.63,2.1
Image_3,13.5,both,0.01,1.03,0.1,0.3,22.08,2.38
Image_3,13.5,both,0.01,1.05,0.1,0.5,20.85,2.14
Image_3,13.5,both,0.01,1.07,0.1,0.7,19.63,1.89
Image_3,13.5,both,0.02,1.03,0.2,0.3,21.11,2.18
Image_3,13.5,both,0.02,1.05,0.2,0.5,19.86,1.93
Image_3,13.5,both,0.02,1.07,0.2,0.7,18.63,1.68
Image_3,13.5,both,0.03,1.03,0.3,0.3,20.08,1.96
Image_3,13.5,both,0.03,1.05,0.3,0.5,18.86,1.72
Image_3,13.5,both,0.03,1.07,0.3,0.7,17.64,1.48
Image_3,13.0,brightness,0.0133,1.0,0.1,0.0,31.25,3.7
Image_3,13.0,brightness,0.0267,1.0,0.2,0.0,30.14,3.46
Image_3,13.0,brightness,0.04,1.0,0.3,0.0,28.84,3.16
Image_3,13.0,contrast,0.0,1.04,0.0,0.3,30.25,3.51
Image_3,13.0,contrast,0.0,1.0667,0.0,0.5,28.79,3.2
Image_3,13.0,contrast,0.0,1.0933,0.0,0.7,27.34,2.89
Image_3,13.0,both,0.0133,1.04,0.1,0.3,29.07,3.24
Image_3,13.0,both,0.0133,1.0667,0.1,0.5,27.62,2.94
Image_3,13.0,both,0.0133,1.0933,0.1,0.7,26.16,2.63
Image_3,13.0,both,0.0267,1.04,0.2,0.3,27.89,2.98
Image_3,13.0,both,0.0267,1.0667,0.2,0.5,26.43,2.67
Image_3,13.0,both,0.0267,1.0933,0.2,0.7,24.99,2.37
Image_3,13.0,both,0.04,1.04,0.3,0.3,26.71,2.72
Image_3,13.0,both,0.04,1.0667,0.3,0.5,25.25,2.42
Image_3,13.0,both,0.04,1.0933,0.3,0.7,23.82,2.12
Image_3,12.5,brightness,0.0167,1.0,0.1,0.0,38.25,4.67
Image_3,12.5,brightness,0.0333,1.0,0.2,0.0,36.97,4.37
Image_3,12.5,brightness,0.05,1.0,0.3,0.0,35.71,4.08
Image_3,12.5,contrast,0.0,1.05,0.0,0.3,37.17,4.45
Image_3,12.5,contrast,0.0,1.0833,0.0,0.5,35.57,4.09
Image_3,12.5,contrast,0.0,1.1167,0.0,0.7,33.97,3.74
Image_3,12.5,both,0.0167,1.05,0.1,0.3,35.87,4.14
Image_3,12.5,both,0.0167,1.0833,0.1,0.5,34.27,3.79
Image_3,12.5,both,0.0167,1.1167,0.1,0.7,32.68,3.44
Image_3,12.5,both,0.0333,1.05,0.2,0.3,34.57,3.84
Image_3,12.5,both,0.0333,1.0833,0.2,0.5,32.98,3.49
Image_3,12.5,both,0.0333,1.1167,0.2,0.7,31.41,3.14
Image_3,12.5,both,0.05,1.05,0.3,0.3,33.28,3.54
Image_3,12.5,both,0.05,1.0833,0.3,0.5,31.69,3.19
Image_3,12.5,both,0.05,1.1167,0.3,0.7,30.19,2.86
Image_3,12.0,brightness,0.02,1.0,0.1,0.0,44.95,5.67
Image_3,12.0,brightness,0.04,1.0,0.2,0.0,43.59,5.33
Image_3,12.0,brightness,0.06,1.0,0.3,0.0,42.25,5.0
Image_3,12.0,contrast,0.0,1.06,0.0,0.3,43.83,5.43
Image_3,12.0,contrast,0.0,1.1,0.0,0.5,42.15,5.03
Image_3,12.0,contrast,0.0,1.14,0.0,0.7,40.51,4.64
Image_3,12.0,both,0.02,1.06,0.1,0.3,42.48,5.09
Image_3,12.0,both,0.02,1.1,0.1,0.5,40.81,4.69
Image_3,12.0,both,0.02,1.14,0.1,0.7,39.2,4.32
Image_3,12.0,both,0.04,1.06,0.2,0.3,41.12,4.75
Image_3,12.0,both,0.04,1.1,0.2,0.5,39.47,4.36
Image_3,12.0,both,0.04,1.14,0.2,0.7,37.95,4.0
Image_3,12.0,both,0.06,1.06,0.3,0.3,39.77,4.42
Image_3,12.0,both,0.06,1.1,0.3,0.5,38.17,4.04
Image_3,12.0,both,0.06,1.14,0.3,0.7,36.78,3.72
Image_3,11.5,brightness,0.0233,1.0,0.1,0.0,51.45,6.75
Image_3,11.5,brightness,0.0467,1.0,0.2,0.0,50.08,6.37
Image_3,11.5,brightness,0.07,1.0,0.3,0.0,48.71,6.01
Image_3,11.5,contrast,0.0,1.07,0.0,0.3,50.24,6.45
Image_3,11.5,contrast,0.0,1.1167,0.0,0.5,48.56,6.03
Image_3,11.5,contrast,0.0,1.1633,0.0,0.7,46.94,5.62
Image_3,11.5,both,0.0233,1.07,0.1,0.3,48.88,6.08
Image_3,11.5,both,0.0233,1.1167,0.1,0.5,47.22,5.67
Image_3,11.5,both,0.0233,1.1633,0.1,0.7,45.69,5.29
Image_3,11.5,both,0.0467,1.07,0.2,0.3,47.52,5.73
Image_3,11.5,both,0.0467,1.1167,0.2,0.5,45.91,5.33
Image_3,11.5,both,0.0467,1.1633,0.2,0.7,44.54,4.98
Image_3,11.5,both,0.07,1.07,0.3,0.3,46.18,5.37
Image_3,11.5,both,0.07,1.1167,0.3,0.5,44.7,5.01
Image_3,11.5,both,0.07,1.1633,0.3,0.7,43.48,4.7
Image_3,11.0,brightness,0.0267,1.0,0.1,0.0,57.53,7.8
Image_3,11.0,brightness,0.0533,1.0,0.2,0.0,56.17,7.41
Image_3,11.0,brightness,0.08,1.0,0.3,0.0,54.84,7.03
Image_3,11.0,contrast,0.0,1.08,0.0,0.3,56.36,7.5
Image_3,11.0,contrast,0.0,1.1333,0.0,0.5,54.75,7.06
Image_3,11.0,contrast,0.0,1.1867,0.0,0.7,53.24,6.66
Image_3,11.0,both,0.0267,1.08,0.1,0.3,55.05,7.12
Image_3,11.0,both,0.0267,1.1333,0.1,0.5,53.47,6.7
Image_3,11.0,both,0.0267,1.1867,0.1,0.7,52.12,6.35
Image_3,11.0,both,0.0533,1.08,0.2,0.3,53.74,6.75
Image_3,11.0,both,0.0533,1.1333,0.2,0.5,52.27,6.37
Image_3,11.0,both,0.0533,1.1867,0.2,0.7,51.1,6.06
Image_3,11.0,both,0.08,1.08,0.3,0.3,52.48,6.41
Image_3,11.0,both,0.08,1.1333,0.3,0.5,51.19,6.07
Image_3,11.0,both,0.08,1.1867,0.3,0.7,50.15,5.79
Image_3,10.5,brightness,0.03,1.0,0.1,0.0,63.27,8.89
Image_3,10.5,brightness,0.06,1.0,0.2,0.0,62.01,8.5
Image_3,10.5,brightness,0.09,1.0,0.3,0.0,60.82,8.15
Image_3,10.5,contrast,0.0,1.09,0.0,0.3,62.21,8.6
Image_3,10.5,contrast,0.0,1.15,0.0,0.5,60.71,8.17
Image_3,10.5,contrast,0.0,1.21,0.0,0.7,59.39,7.79
Image_3,10.5,both,0.03,1.09,0.1,0.3,60.98,8.23
Image_3,10.5,both,0.03,1.15,0.1,0.5,59.55,7.82
Image_3,10.5,both,0.03,1.21,0.1,0.7,58.41,7.49
Image_3,10.5,both,0.06,1.09,0.2,0.3,59.77,7.86
Image_3,10.5,both,0.06,1.15,0.2,0.5,58.51,7.5
Image_3,10.5,both,0.06,1.21,0.2,0.7,57.52,7.21
Image_3,10.5,both,0.09,1.09,0.3,0.3,58.65,7.53
Image_3,10.5,both,0.09,1.15,0.3,0.5,57.57,7.21
Image_3,10.5,both,0.09,1.21,0.3,0.7,56.66,6.95
Image_3,10.0,brightness,0.0333,1.0,0.1,0.0,68.7,10.03
Image_3,10.0,brightness,0.0667,1.0,0.2,0.0,67.58,9.65
Image_3,10.0,brightness,0.1,1.0,0.3,0.0,66.48,9.3
Image_3,10.0,contrast,0.0,1.1,0.0,0.3,67.75,9.75
Image_3,10.0,contrast,0.0,1.1667,0.0,0.5,66.41,9.33
Image_3,10.0,contrast,0.0,1.2333,0.0,0.7,65.32,8.99
Image_3,10.0,both,0.0333,1.1,0.1,0.3,66.65,9.39
Image_3,10.0,both,0.0333,1.1667,0.1,0.5,65.43,9.01
Image_3,10.0,both,0.0333,1.2333,0.1,0.7,64.49,8.72
Image_3,10.0,both,0.0667,1.1,0.2,0.3,65.59,9.04
Image_3,10.0,both,0.0667,1.1667,0.2,0.5,64.55,8.72
Image_3,10.0,both,0.0667,1.2333,0.2,0.7,63.72,8.46
Image_3,10.0,both,0.1,1.1,0.3,0.3,64.64,8.73
Image_3,10.0,both,0.1,1.1667,0.3,0.5,63.75,8.45
Image_3,10.0,both,0.1,1.2333,0.3,0.7,62.96,8.21
Image_3,9.5,brightness,0.0367,1.0,0.1,0.0,73.8,11.21
Image_3,9.5,brightness,0.0733,1.0,0.2,0.0,72.86,10.88
Image_3,9.5,brightness,0.11,1.0,0.3,0.0,71.88,10.53
Image_3,9.5,contrast,0.0,1.11,0.0,0.3,73.0,10.95
Image_3,9.5,contrast,0.0,1.1833,0.0,0.5,71.87,10.57
Image_3,9.5,contrast,0.0,1.2567,0.0,0.7,70.99,10.27
Image_3,9.5,both,0.0367,1.11,0.1,0.3,72.05,10.62
Image_3,9.5,both,0.0367,1.1833,0.1,0.5,71.06,10.28
Image_3,9.5,both,0.0367,1.2567,0.1,0.7,70.31,10.02
Image_3,9.5,both,0.0733,1.11,0.2,0.3,71.17,10.31
Image_3,9.5,both,0.0733,1.1833,0.2,0.5,70.34,10.02
Image_3,9.5,both,0.0733,1.2567,0.2,0.7,69.65,9.79
Image_3,9.5,both,0.11,1.11,0.3,0.3,70.39,10.03
Image_3,9.5,both,0.11,1.1833,0.3,0.5,69.68,9.78
Image_3,9.5,both,0.11,1.2567,0.3,0.7,69.01,9.56
Image_3,9.0,brightness,0.04,1.0,0.1,0.0,78.57,12.43
Image_3,9.0,brightness,0.08,1.0,0.2,0.0,77.79,12.14
Image_3,9.0,brightness,0.12,1.0,0.3,0.0,77.02,11.85
Image_3,9.0,contrast,0.0,1.12,0.0,0.3,77.92,12.2
Image_3,9.0,contrast,0.0,1.2,0.0,0.5,77.03,11.88
Image_3,9.0,contrast,0.0,1.28,0.0,0.7,76.36,11.63
Image_3,9.0,both,0.04,1.12,0.1,0.3,77.15,11.92
Image_3,9.0,both,0.04,1.2,0.1,0.5,76.4,11.64
Image_3,9.0,both,0.04,1.28,0.1,0.7,75.82,11.42
Image_3,9.0,both,0.08,1.12,0.2,0.3,76.47,11.65
Image_3,9.0,both,0.08,1.2,0.2,0.5,75.84,11.42
Image_3,9.0,both,0.08,1.28,0.2,0.7,75.29,11.21
Image_3,9.0,both,0.12,1.12,0.3,0.3,75.87,11.42
Image_3,9.0,both,0.12,1.2,0.3,0.5,75.31,11.21
Image_3,9.0,both,0.12,1.28,0.3,0.7,74.78,11.01
Image_4,14.5,brightness,0.0033,1.0,0.1,0.0,8.1,0.67
Image_4,14.5,brightness,0.0067,1.0,0.2,0.0,7.48,0.57
Image_4,14.5,brightness,0.01,1.0,0.3,0.0,6.91,0.48
Image_4,14.5,contrast,0.0,1.01,0.0,0.3,7.79,0.63
Image_4,14.5,contrast,0.0,1.0167,0.0,0.5,7.41,0.58
Image_4,14.5,contrast,0.0,1.0233,0.0,0.7,6.96,0.51
Image_4,14.5,both,0.0033,1.01,0.1,0.3,7.3,0.55
Image_4,14.5,both,0.0033,1.0167,0.1,0.5,6.9,0.5
Image_4,14.5,both,0.0033,1.0233,0.1,0.7,6.47,0.44
Image_4,14.5,both,0.0067,1.01,0.2,0.3,6.79,0.47
Image_4,14.5,both,0.0067,1.0167,0.2,0.5,6.39,0.42
Image_4,14.5,both,0.0067,1.0233,0.2,0.7,5.97,0.36
Image_4,14.5,both,0.01,1.01,0.3,0.3,6.29,0.41
Image_4,14.5,both,0.01,1.0167,0.3,0.5,5.88,0.36
Image_4,14.5,both,0.01,1.0233,0.3,0.7,5.47,0.31
Image_4,14.0,brightness,0.0067,1.0,0.1,0.0,15.31,1.25
Image_4,14.0,brightness,0.0133,1.0,0.2,0.0,14.34,1.08
Image_4,14.0,brightness,0.02,1.0,0.3,0.0,13.35,0.92
Image_4,14.0,contrast,0.0,1.02,0.0,0.3,15.04,1.22
Image_4,14.0,contrast,0.0,1.0333,0.0,0.5,14.29,1.11
Image_4,14.0,contrast,0.0,1.0467,0.0,0.7,13.55,0.99
Image_4,14.0,both,0.0067,1.02,0.1,0.3,14.14,1.07
Image_4,14.0,both,0.0067,1.0333,0.1,0.5,13.39,0.95
Image_4,14.0,both,0.0067,1.0467,0.1,0.7,12.65,0.84
Image_4,14.0,both,0.0133,1.02,0.2,0.3,13.23,0.91
Image_4,14.0,both,0.0133,1.0333,0.2,0.5,12.47,0.8
Image_4,14.0,both,0.0133,1.0467,0.2,0.7,11.74,0.7
Image_4,14.0,both,0.02,1.02,0.3,0.3,12.31,0.78
Image_4,14.0,both,0.02,1.0333,0.3,0.5,11.57,0.68
Image_4,14.0,both,0.02,1.0467,0.3,0.7,10.83,0.58
Image_4,13.5,brightness,0.01,1.0,0.1,0.0,22.35,1.86
Image_4,13.5,brightness,0.02,1.0,0.2,0.0,21.05,1.62
Image_4,13.5,brightness,0.03,1.0,0.3,0.0,19.95,1.44
Image_4,13.5,contrast,0.0,1.03,0.0,0.3,22.07,1.84
Image_4,13.5,contrast,0.0,1.05,0.0,0.5,21.06,1.67
Image_4,13.5,contrast,0.0,1.07,0.0,0.7,20.08,1.51
Image_4,13.5,both,0.01,1.03,0.1,0.3,20.85,1.61
Image_4,13.5,both,0.01,1.05,0.1,0.5,19.85,1.46
Image_4,13.5,both,0.01,1.07,0.1,0.7,18.87,1.3
Image_4,13.5,both,0.02,1.03,0.2,0.3,19.63,1.4
Image_4,13.5,both,0.02,1.05,0.2,0.5,18.64,1.25
Image_4,13.5,both,0.02,1.07,0.2,0.7,17.66,1.09
Image_4,13.5,both,0.03,1.03,0.3,0.3,18.41,1.2
